C-TUM_ICD10_3ST-0;C-BERJ-0;C-BUNDESLAND-0;C-KRE_GESCHLECHT-0;F-KRE
TUM_ICD10_3ST-C73;BERJ-1994;BUNDESLAND-9;GESCHLECHT-2;22
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-1;GESCHLECHT-1;3
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-1;GESCHLECHT-2;6
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-2;GESCHLECHT-1;21
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-2;GESCHLECHT-2;47
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-3;GESCHLECHT-1;24
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-3;GESCHLECHT-2;47
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-4;GESCHLECHT-1;20
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-4;GESCHLECHT-2;58
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-5;GESCHLECHT-1;16
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-5;GESCHLECHT-2;26
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-6;GESCHLECHT-1;15
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-6;GESCHLECHT-2;60
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-7;GESCHLECHT-1;20
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-7;GESCHLECHT-2;61
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-8;GESCHLECHT-1;6
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-8;GESCHLECHT-2;5
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-9;GESCHLECHT-1;11
TUM_ICD10_3ST-C73;BERJ-1995;BUNDESLAND-9;GESCHLECHT-2;33
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-1;GESCHLECHT-1;5
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-1;GESCHLECHT-2;6
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-2;GESCHLECHT-1;14
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-2;GESCHLECHT-2;38
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-3;GESCHLECHT-1;19
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-3;GESCHLECHT-2;44
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-4;GESCHLECHT-1;23
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-4;GESCHLECHT-2;55
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-5;GESCHLECHT-1;11
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-5;GESCHLECHT-2;27
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-6;GESCHLECHT-1;20
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-6;GESCHLECHT-2;36
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-7;GESCHLECHT-1;15
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-7;GESCHLECHT-2;40
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-8;GESCHLECHT-1;5
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-8;GESCHLECHT-2;15
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-9;GESCHLECHT-1;14
TUM_ICD10_3ST-C73;BERJ-1996;BUNDESLAND-9;GESCHLECHT-2;34
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-1;GESCHLECHT-1;7
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-1;GESCHLECHT-2;21
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-2;GESCHLECHT-1;14
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-2;GESCHLECHT-2;49
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-3;GESCHLECHT-1;33
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-3;GESCHLECHT-2;65
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-4;GESCHLECHT-1;23
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-4;GESCHLECHT-2;42
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-5;GESCHLECHT-1;10
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-5;GESCHLECHT-2;16
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-6;GESCHLECHT-1;11
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-6;GESCHLECHT-2;29
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-7;GESCHLECHT-1;15
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-7;GESCHLECHT-2;24
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-8;GESCHLECHT-1;9
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-8;GESCHLECHT-2;12
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-9;GESCHLECHT-1;23
TUM_ICD10_3ST-C73;BERJ-1997;BUNDESLAND-9;GESCHLECHT-2;98
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-1;GESCHLECHT-1;5
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-1;GESCHLECHT-2;12
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-2;GESCHLECHT-1;18
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-2;GESCHLECHT-2;48
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-3;GESCHLECHT-1;28
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-3;GESCHLECHT-2;55
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-4;GESCHLECHT-1;24
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-4;GESCHLECHT-2;56
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-5;GESCHLECHT-1;15
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-5;GESCHLECHT-2;26
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-6;GESCHLECHT-1;10
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-6;GESCHLECHT-2;49
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-7;GESCHLECHT-1;12
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-7;GESCHLECHT-2;39
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-8;GESCHLECHT-1;6
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-8;GESCHLECHT-2;10
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-9;GESCHLECHT-1;17
TUM_ICD10_3ST-C73;BERJ-1998;BUNDESLAND-9;GESCHLECHT-2;67
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-1;GESCHLECHT-1;7
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-1;GESCHLECHT-2;10
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-2;GESCHLECHT-1;14
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-2;GESCHLECHT-2;38
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-3;GESCHLECHT-1;22
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-3;GESCHLECHT-2;66
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-4;GESCHLECHT-1;15
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-4;GESCHLECHT-2;45
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-5;GESCHLECHT-1;10
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-5;GESCHLECHT-2;24
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-6;GESCHLECHT-1;21
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-6;GESCHLECHT-2;50
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-7;GESCHLECHT-1;17
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-7;GESCHLECHT-2;40
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-8;GESCHLECHT-1;9
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-8;GESCHLECHT-2;11
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-9;GESCHLECHT-1;13
TUM_ICD10_3ST-C73;BERJ-1999;BUNDESLAND-9;GESCHLECHT-2;34
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-1;GESCHLECHT-1;13
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-1;GESCHLECHT-2;17
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-2;GESCHLECHT-1;21
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-2;GESCHLECHT-2;42
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-3;GESCHLECHT-1;29
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-3;GESCHLECHT-2;83
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-4;GESCHLECHT-1;21
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-4;GESCHLECHT-2;47
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-5;GESCHLECHT-1;12
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-5;GESCHLECHT-2;37
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-6;GESCHLECHT-1;9
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-6;GESCHLECHT-2;40
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-7;GESCHLECHT-1;18
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-7;GESCHLECHT-2;41
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-8;GESCHLECHT-1;5
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-8;GESCHLECHT-2;10
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-9;GESCHLECHT-1;24
TUM_ICD10_3ST-C73;BERJ-2000;BUNDESLAND-9;GESCHLECHT-2;76
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-1;GESCHLECHT-1;7
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-1;GESCHLECHT-2;16
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-2;GESCHLECHT-1;20
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-2;GESCHLECHT-2;59
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-3;GESCHLECHT-1;31
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-3;GESCHLECHT-2;88
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-4;GESCHLECHT-1;19
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-4;GESCHLECHT-2;47
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-5;GESCHLECHT-1;9
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-5;GESCHLECHT-2;27
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-6;GESCHLECHT-1;19
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-6;GESCHLECHT-2;45
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-7;GESCHLECHT-1;16
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-7;GESCHLECHT-2;43
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-8;GESCHLECHT-1;3
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-8;GESCHLECHT-2;14
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-9;GESCHLECHT-1;47
TUM_ICD10_3ST-C73;BERJ-2001;BUNDESLAND-9;GESCHLECHT-2;100
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-1;GESCHLECHT-1;7
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-1;GESCHLECHT-2;20
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-2;GESCHLECHT-1;19
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-2;GESCHLECHT-2;50
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-3;GESCHLECHT-1;35
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-3;GESCHLECHT-2;82
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-4;GESCHLECHT-1;21
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-4;GESCHLECHT-2;58
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-5;GESCHLECHT-1;16
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-5;GESCHLECHT-2;24
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-6;GESCHLECHT-1;14
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-6;GESCHLECHT-2;36
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-7;GESCHLECHT-1;15
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-7;GESCHLECHT-2;38
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-8;GESCHLECHT-1;3
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-8;GESCHLECHT-2;17
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-9;GESCHLECHT-1;42
TUM_ICD10_3ST-C73;BERJ-2002;BUNDESLAND-9;GESCHLECHT-2;110
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-1;GESCHLECHT-1;4
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-1;GESCHLECHT-2;17
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-2;GESCHLECHT-1;16
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-2;GESCHLECHT-2;58
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-3;GESCHLECHT-1;36
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-3;GESCHLECHT-2;72
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-4;GESCHLECHT-1;26
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-4;GESCHLECHT-2;61
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-5;GESCHLECHT-1;17
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-5;GESCHLECHT-2;21
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-6;GESCHLECHT-1;22
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-6;GESCHLECHT-2;59
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-7;GESCHLECHT-1;21
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-7;GESCHLECHT-2;35
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-8;GESCHLECHT-1;2
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-8;GESCHLECHT-2;10
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-9;GESCHLECHT-1;32
TUM_ICD10_3ST-C73;BERJ-2003;BUNDESLAND-9;GESCHLECHT-2;80
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-1;GESCHLECHT-1;6
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-1;GESCHLECHT-2;23
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-2;GESCHLECHT-1;15
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-2;GESCHLECHT-2;46
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-3;GESCHLECHT-1;42
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-3;GESCHLECHT-2;95
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-4;GESCHLECHT-1;25
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-4;GESCHLECHT-2;64
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-5;GESCHLECHT-1;11
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-5;GESCHLECHT-2;29
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-6;GESCHLECHT-1;26
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-6;GESCHLECHT-2;83
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-7;GESCHLECHT-1;24
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-7;GESCHLECHT-2;35
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-8;GESCHLECHT-1;2
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-8;GESCHLECHT-2;7
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-9;GESCHLECHT-1;48
TUM_ICD10_3ST-C73;BERJ-2004;BUNDESLAND-9;GESCHLECHT-2;125
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-1;GESCHLECHT-1;8
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-1;GESCHLECHT-2;23
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-2;GESCHLECHT-1;20
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-2;GESCHLECHT-2;48
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-3;GESCHLECHT-1;50
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-3;GESCHLECHT-2;116
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-4;GESCHLECHT-1;19
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-4;GESCHLECHT-2;46
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-5;GESCHLECHT-1;15
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-5;GESCHLECHT-2;28
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-6;GESCHLECHT-1;31
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-6;GESCHLECHT-2;78
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-7;GESCHLECHT-1;18
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-7;GESCHLECHT-2;37
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-8;GESCHLECHT-1;6
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-8;GESCHLECHT-2;13
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-9;GESCHLECHT-1;61
TUM_ICD10_3ST-C73;BERJ-2005;BUNDESLAND-9;GESCHLECHT-2;138
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-1;GESCHLECHT-1;9
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-1;GESCHLECHT-2;21
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-2;GESCHLECHT-1;23
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-2;GESCHLECHT-2;53
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-3;GESCHLECHT-1;46
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-3;GESCHLECHT-2;115
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-4;GESCHLECHT-1;22
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-4;GESCHLECHT-2;53
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-5;GESCHLECHT-1;10
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-5;GESCHLECHT-2;34
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-6;GESCHLECHT-1;43
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-6;GESCHLECHT-2;121
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-7;GESCHLECHT-1;20
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-7;GESCHLECHT-2;55
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-8;GESCHLECHT-1;4
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-8;GESCHLECHT-2;11
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-9;GESCHLECHT-1;63
TUM_ICD10_3ST-C73;BERJ-2006;BUNDESLAND-9;GESCHLECHT-2;141
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-1;GESCHLECHT-1;7
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-1;GESCHLECHT-2;21
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-2;GESCHLECHT-1;23
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-2;GESCHLECHT-2;45
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-3;GESCHLECHT-1;50
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-3;GESCHLECHT-2;123
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-4;GESCHLECHT-1;29
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-4;GESCHLECHT-2;55
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-5;GESCHLECHT-1;14
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-5;GESCHLECHT-2;31
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-6;GESCHLECHT-1;40
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-6;GESCHLECHT-2;126
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-7;GESCHLECHT-1;29
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-7;GESCHLECHT-2;61
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-8;GESCHLECHT-1;8
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-8;GESCHLECHT-2;17
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-9;GESCHLECHT-1;45
TUM_ICD10_3ST-C73;BERJ-2007;BUNDESLAND-9;GESCHLECHT-2;157
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-1;GESCHLECHT-1;6
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-1;GESCHLECHT-2;28
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-2;GESCHLECHT-1;18
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-2;GESCHLECHT-2;74
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-3;GESCHLECHT-1;70
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-3;GESCHLECHT-2;150
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-4;GESCHLECHT-1;24
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-4;GESCHLECHT-2;62
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-5;GESCHLECHT-1;12
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-5;GESCHLECHT-2;36
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-6;GESCHLECHT-1;43
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-6;GESCHLECHT-2;101
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-7;GESCHLECHT-1;40
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-7;GESCHLECHT-2;69
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-8;GESCHLECHT-1;5
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-8;GESCHLECHT-2;21
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-9;GESCHLECHT-1;73
TUM_ICD10_3ST-C73;BERJ-2008;BUNDESLAND-9;GESCHLECHT-2;169
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-1;GESCHLECHT-1;7
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-1;GESCHLECHT-2;25
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-2;GESCHLECHT-1;24
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-2;GESCHLECHT-2;68
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-3;GESCHLECHT-1;61
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-3;GESCHLECHT-2;136
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-4;GESCHLECHT-1;24
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-4;GESCHLECHT-2;60
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-5;GESCHLECHT-1;7
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-5;GESCHLECHT-2;24
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-6;GESCHLECHT-1;33
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-6;GESCHLECHT-2;94
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-7;GESCHLECHT-1;27
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-7;GESCHLECHT-2;76
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-8;GESCHLECHT-1;12
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-8;GESCHLECHT-2;14
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-9;GESCHLECHT-1;56
TUM_ICD10_3ST-C73;BERJ-2009;BUNDESLAND-9;GESCHLECHT-2;195
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-1;GESCHLECHT-1;6
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-1;GESCHLECHT-2;26
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-2;GESCHLECHT-1;25
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-2;GESCHLECHT-2;71
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-3;GESCHLECHT-1;54
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-3;GESCHLECHT-2;135
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-4;GESCHLECHT-1;28
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-4;GESCHLECHT-2;54
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-5;GESCHLECHT-1;12
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-5;GESCHLECHT-2;44
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-6;GESCHLECHT-1;29
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-6;GESCHLECHT-2;102
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-7;GESCHLECHT-1;28
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-7;GESCHLECHT-2;79
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-8;GESCHLECHT-1;5
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-8;GESCHLECHT-2;36
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-9;GESCHLECHT-1;61
TUM_ICD10_3ST-C73;BERJ-2010;BUNDESLAND-9;GESCHLECHT-2;160
TUM_ICD10_3ST-C73;BERJ-2011;BUNDESLAND-1;GESCHLECHT-1;7
